                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 0.6509,                0.58938,                  1.087,                0.60265,                0.56341,                0.59751,                0.37606,                 1.4754,                 1.4862,                 1.9529,             0.00028872,             0.00028872,             0.00028872
                    134,                0.63054,                0.58119,                 1.0838,                0.59497,                0.59453,                0.60459,                0.38181,                 1.5099,                 1.7026,                 2.0309,             0.00028459,             0.00028459,             0.00028459
                    135,                0.67471,                0.59448,                 1.0961,                0.58833,                0.59643,                0.59336,                0.37777,                 1.4328,                 1.5825,                  1.842,             0.00028047,             0.00028047,             0.00028047
                    136,                0.65165,                0.62207,                 1.0855,                0.65909,                0.51051,                0.60324,                0.38976,                 1.3648,                 1.5371,                 1.8077,             0.00027635,             0.00027635,             0.00027635
                    137,                0.61829,                0.57148,                 1.0777,                0.54744,                 0.6063,                0.59929,                 0.3808,                 1.3772,                 1.7393,                 1.8267,             0.00027222,             0.00027222,             0.00027222
                    138,                0.62917,                0.55355,                 1.0544,                0.60202,                0.57914,                0.61916,                0.38697,                  1.409,                   1.63,                 1.8335,              0.0002681,              0.0002681,              0.0002681
                    139,                0.61295,                0.57857,                 1.0795,                 0.6918,                0.57996,                0.63845,                 0.4046,                 1.4956,                 1.5383,                 1.8838,             0.00026398,             0.00026398,             0.00026398
                    140,                0.62142,                0.56779,                 1.0783,                0.69615,                0.54715,                0.62096,                 0.4003,                   1.48,                 1.6583,                 1.8591,             0.00025985,             0.00025985,             0.00025985
                    141,                0.62257,                0.56264,                  1.069,                0.57566,                0.61275,                0.63653,                0.40866,                 1.3911,                 1.5366,                 1.7745,             0.00025573,             0.00025573,             0.00025573
                    142,                0.61727,                0.55764,                 1.0685,                 0.6762,                0.54036,                0.62747,                0.40549,                 1.3614,                 1.5179,                 1.7458,             0.00025161,             0.00025161,             0.00025161
                    143,                 0.6151,                0.55882,                 1.0627,                0.56342,                0.59813,                0.61398,                0.38195,                  1.561,                  1.578,                 2.0305,             0.00024748,             0.00024748,             0.00024748
                    144,                0.59478,                0.53804,                 1.0555,                0.59149,                0.55214,                0.61255,                0.38369,                 1.3726,                  1.531,                 1.7709,             0.00024336,             0.00024336,             0.00024336
                    145,                0.59082,                0.53507,                 1.0733,                0.63284,                0.51316,                0.59983,                0.38349,                 1.3251,                 1.5144,                 1.7353,             0.00023924,             0.00023924,             0.00023924
